Player,Team,No,Pos,Ht,Wt,Birthdate,Country,Exp,College,Salary,Age,G,GS,MP,FG,FGA,FG_pct,ThrP,ThrPA,ThrP_pct,TwoP,TwoPA,TwoP_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS_pct,ThrPA_rate,FT_rate,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG_pct,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,VORP
Marcus Morris,DET,13,SF,6.75,235,September 2 1989,us,5,University of Kansas,4625000,27,79,79,2565,421,1007,0.418,118,357,0.331,303,650,0.466,0.477,145,185,0.784,77,289,366,160,52,25,87,168,1105,12.4,0.508,0.355,0.184,3.2,12.8,7.8,9.4,1.0,0.8,7.4,20.3,1.4,2.4,3.9,0.072,-0.3,-0.2,-0.5,1.0
Ish Smith,DET,14,PG,6.0,175,July 5 1988,us,6,Wake Forest University,6000000,28,81,32,1955,329,749,0.439,28,105,0.267,301,644,0.467,0.458,72,102,0.706,21,214,235,418,61,33,112,127,758,14.7,0.477,0.14,0.136,1.1,12.4,6.6,32.5,1.6,1.4,12.4,20.5,0.9,2.2,3.1,0.076,-1.2,0.4,-0.8,0.6
Beno Udrih,DET,19,PG,6.25,205,July 5 1982,si,12,,1551659,34,39,0,560,92,197,0.467,11,32,0.344,81,165,0.491,0.495,32,34,0.941,6,51,57,131,13,0,36,29,227,16.2,0.535,0.162,0.173,1.1,10.3,5.6,35.4,1.2,0.0,14.5,19.6,0.8,0.5,1.3,0.113,-0.5,-2.1,-2.5,-0.1
Nicolas Batum,CHO,5,SG,6.67,200,December 14 1988,fr,8,,20869566,28,77,77,2617,393,975,0.403,135,405,0.333,258,570,0.453,0.472,243,284,0.856,46,435,481,456,86,29,194,109,1164,15.8,0.529,0.415,0.291,1.9,18.4,10.1,27.7,1.6,1.0,15.0,22.3,1.7,2.8,4.6,0.084,0.7,0.6,1.2,2.1
Marco Belinelli,CHO,21,SG,6.42,210,March 25 1986,it,9,,6333333,30,74,0,1778,264,615,0.429,102,283,0.36,162,332,0.488,0.512,150,168,0.893,14,164,178,147,44,9,70,90,780,13.3,0.566,0.46,0.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,2.0,1.2,3.2,0.087,0.1,-2.0,-1.9,0.1
Treveon Graham,CHO,12,SG,6.5,220,October 29 1993,us,0,Virginia Commonwealth University,543471,23,27,1,189,19,40,0.475,9,15,0.6,10,25,0.4,0.588,10,15,0.667,5,17,22,6,6,1,3,18,57,10.6,0.612,0.375,0.375,2.9,10.0,6.4,4.7,1.6,0.5,6.0,11.8,0.3,0.2,0.4,0.108,-1.5,-1.3,-2.8,0.0
Aaron Harrison,CHO,9,SG,6.5,210,October 28 1994,us,1,University of Kentucky,375579,22,5,0,17,0,4,0.0,0,2,0.0,0,2,0.0,0.0,1,2,0.5,0,3,3,3,0,0,0,2,1,-2.2,0.102,0.5,0.5,0.0,19.5,9.7,22.6,0.0,0.0,0.0,12.9,-0.1,0.0,-0.1,-0.146,-9.6,-2.1,-11.6,0.0
Frank Kaminsky,CHO,44,C,7.0,242,April 4 1993,us,1,University of Wisconsin,2730000,23,75,16,1954,320,802,0.399,116,354,0.328,204,448,0.455,0.471,118,156,0.756,57,279,336,162,46,34,76,139,874,13.0,0.502,0.441,0.195,3.2,15.8,9.5,13.5,1.2,1.5,8.0,21.8,0.4,1.9,2.3,0.056,-0.8,-0.8,-1.5,0.2
Michael Kidd-Gilchrist,CHO,14,SF,6.58,232,September 26 1993,us,4,University of Kentucky,13000000,23,81,81,2349,295,618,0.477,1,9,0.111,294,609,0.483,0.478,152,194,0.784,156,409,565,114,81,77,56,187,743,14.3,0.528,0.015,0.314,7.3,19.3,13.2,7.4,1.7,2.9,7.4,14.6,2.7,3.1,5.8,0.119,-2.0,2.2,0.2,1.3
Jeremy Lamb,CHO,3,SG,6.42,185,May 30 1992,us,4,University of Connecticut,6511628,24,62,5,1143,226,491,0.46,41,146,0.281,185,345,0.536,0.502,110,129,0.853,30,234,264,75,27,23,40,98,603,17.0,0.55,0.297,0.263,2.9,22.6,12.7,11.3,1.2,1.8,6.8,23.2,1.4,1.3,2.7,0.115,-0.8,-0.9,-1.7,0.1
Johnny O'Bryant,CHO,8,PF,6.75,257,June 1 1993,us,2,Louisiana State University,276827,23,4,0,34,8,15,0.533,1,3,0.333,7,12,0.583,0.567,1,2,0.5,4,4,8,4,0,0,3,6,18,15.5,0.567,0.2,0.133,12.9,13.0,12.9,21.6,0.0,0.0,15.9,25.0,0.0,0.0,0.1,0.078,0.7,-3.1,-2.3,0.0
Brian Roberts,CHO,22,PG,6.08,173,December 3 1985,us,4,University of Dayton,1050961,31,41,2,416,46,122,0.377,17,44,0.386,29,78,0.372,0.447,33,39,0.846,5,34,39,52,9,1,26,18,142,9.8,0.51,0.361,0.32,1.3,9.0,5.2,18.7,1.1,0.2,15.7,17.9,0.0,0.3,0.2,0.028,-3.3,-2.6,-5.9,-0.4
Ramon Sessions,CHO,7,PG,6.25,190,April 11 1986,us,9,University of Nevada Reno,6000000,30,50,1,811,100,263,0.38,21,62,0.339,79,201,0.393,0.42,91,118,0.771,11,62,73,129,27,3,46,43,312,12.4,0.495,0.236,0.449,1.5,8.5,4.9,24.2,1.7,0.3,12.7,20.1,0.3,0.6,0.9,0.055,-2.4,-2.2,-4.6,-0.5
Mike Tobey,CHO,10,C,7.0,260,October 10 1994,us,0,University of Virginia,138938,22,2,0,25,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,2,1,3,1,0,0,1,2,2,-0.1,0.25,0.0,0.0,8.7,4.4,6.6,5.4,0.0,0.0,20.0,9.0,0.0,0.0,0.0,-0.07,-7.4,-1.5,-8.9,0.0
Kemba Walker,CHO,15,PG,6.08,172,May 8 1990,us,5,University of Connecticut,12000000,26,79,79,2739,643,1449,0.444,240,602,0.399,403,847,0.476,0.527,304,359,0.847,45,263,308,434,85,22,168,119,1830,21.3,0.569,0.415,0.248,1.8,10.6,6.2,29.1,1.6,0.7,9.5,29.2,5.9,2.2,8.1,0.142,5.3,-1.7,3.6,3.9
Briante Weber,CHO,0,PG,6.17,165,December 29 1992,us,1,Virginia Commonwealth University,231521,24,13,0,159,20,46,0.435,1,7,0.143,19,39,0.487,0.446,9,13,0.692,8,14,22,16,9,0,5,12,50,12.5,0.483,0.152,0.283,5.5,9.7,7.6,15.4,2.8,0.0,8.8,16.1,0.1,0.2,0.3,0.081,-2.1,-0.2,-2.3,0.0
Marvin Williams,CHO,2,PF,6.75,237,June 19 1986,us,11,University of North Carolina,12250000,30,76,76,2295,297,704,0.422,124,354,0.35,173,350,0.494,0.51,131,150,0.873,89,411,500,106,58,53,60,134,849,13.7,0.551,0.503,0.213,4.2,19.8,12.0,7.1,1.3,2.0,7.2,16.3,2.4,2.6,5.0,0.105,-0.3,0.5,0.2,1.3
Christian Wood,CHO,35,PF,6.92,220,September 27 1995,us,1,University of Nevada Las Vegas,874636,21,13,0,107,12,23,0.522,0,5,0.0,12,18,0.667,0.522,11,15,0.733,14,15,29,2,3,6,7,11,35,15.1,0.591,0.217,0.652,14.3,15.5,14.9,2.8,1.4,4.9,19.1,15.4,0.1,0.1,0.3,0.125,-2.5,0.6,-2.0,0.0
Cody Zeller,CHO,40,C,7.0,240,October 5 1992,us,3,Indiana University,5318313,24,62,58,1725,253,443,0.571,0,1,0.0,253,442,0.572,0.571,133,196,0.679,135,270,405,99,62,58,65,189,639,16.7,0.604,0.002,0.442,8.6,17.3,12.9,9.1,1.8,3.0,10.9,15.5,3.4,2.2,5.6,0.157,-0.2,2.3,2.1,1.8
Carmelo Anthony,NYK,7,SF,6.67,240,May 29 1984,us,13,Syracuse University,24559380,32,74,74,2538,602,1389,0.433,151,421,0.359,451,968,0.466,0.488,304,365,0.833,62,376,438,213,60,34,153,198,1659,17.9,0.535,0.303,0.263,2.6,16.0,9.3,14.5,1.2,1.1,9.0,29.1,3.2,1.5,4.7,0.089,1.5,-2.2,-0.7,0.8
Ron Baker,NYK,31,SG,6.33,220,March 30 1993,us,0,Wichita State University,543471,23,52,13,857,82,217,0.378,23,86,0.267,59,131,0.45,0.431,28,43,0.651,12,86,98,107,34,8,56,74,215,7.5,0.456,0.396,0.198,1.5,10.8,6.2,17.3,2.0,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-3.5,-0.9,-4.4,-0.5
Willy Hernangomez,NYK,14,C,6.92,240,May 27 1994,es,0,,1375000,22,72,22,1324,246,465,0.529,4,15,0.267,242,450,0.538,0.533,91,125,0.728,170,332,502,96,41,36,100,150,587,19.0,0.564,0.032,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,1.8,1.6,3.4,0.123,-0.6,0.6,0.0,0.7
Justin Holiday,NYK,8,SG,6.5,185,April 5 1989,us,3,University of Washington,1015696,27,82,4,1639,233,538,0.433,97,273,0.355,136,265,0.513,0.523,66,80,0.825,27,198,225,102,65,31,66,109,629,12.7,0.549,0.507,0.149,1.8,13.1,7.4,9.2,2.0,1.5,10.3,16.9,1.3,1.2,2.5,0.073,-0.3,-0.8,-1.1,0.4
Brandon Jennings,NYK,3,PG,6.08,170,September 23 1989,us,7,,4837318,27,58,11,1428,163,429,0.38,68,200,0.34,95,229,0.415,0.459,102,135,0.756,21,131,152,287,55,4,106,84,496,12.7,0.508,0.466,0.315,1.6,9.9,5.7,28.6,1.9,0.2,17.8,18.1,0.8,0.7,1.5,0.052,-0.3,-2.2,-2.5,-0.2
Mindaugas Kuzminskas,NYK,91,SF,6.75,215,October 19 1989,lt,0,,2898000,27,68,5,1016,158,369,0.428,54,168,0.321,104,201,0.517,0.501,55,68,0.809,47,79,126,69,29,11,51,79,425,12.4,0.533,0.455,0.184,5.0,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,1.2,0.055,-0.2,-2.5,-2.7,-0.2
Courtney Lee,NYK,5,SG,6.42,200,October 3 1985,us,8,Western Kentucky University,11242000,31,77,74,2459,321,704,0.456,108,269,0.401,213,435,0.49,0.533,85,98,0.867,53,206,259,179,81,24,69,141,835,12.2,0.559,0.382,0.139,2.3,9.0,5.7,10.6,1.6,0.8,8.5,14.4,3.1,1.1,4.2,0.081,0.6,-0.7,-0.1,1.1
Maurice Ndour,NYK,2,PF,6.75,200,June 18 1992,sn,0,Ohio University,543471,24,32,4,331,39,86,0.453,1,7,0.143,38,79,0.481,0.459,19,26,0.731,22,42,64,8,15,8,12,30,98,11.3,0.503,0.081,0.302,7.1,13.7,10.4,3.5,2.3,2.0,11.0,14.3,0.1,0.3,0.4,0.059,-3.5,-0.3,-3.8,-0.1
Joakim Noah,NYK,13,C,6.92,230,February 25 1985,us,9,University of Florida,17000000,31,46,46,1015,99,202,0.49,0,1,0.0,99,201,0.493,0.49,34,78,0.436,162,241,403,103,30,37,58,127,232,15.2,0.491,0.005,0.386,17.1,25.6,21.4,14.1,1.5,3.0,19.7,12.6,1.0,1.2,2.2,0.106,-0.7,2.8,2.1,1.1
Kyle O'Quinn,NYK,9,C,6.83,250,March 26 1990,us,4,Norfolk State University,3900000,26,79,8,1229,215,413,0.521,2,17,0.118,213,396,0.538,0.523,64,83,0.771,157,282,439,117,36,104,76,174,496,20.5,0.552,0.041,0.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,2.1,1.8,3.9,0.151,-0.1,3.7,3.5,1.7
Marshall Plumlee,NYK,40,C,7.0,250,July 14 1992,us,0,Duke University,543471,24,21,1,170,16,30,0.533,0,0,,16,30,0.533,0.533,8,19,0.421,23,28,51,10,4,4,12,23,40,10.9,0.521,0.0,0.633,14.5,17.8,16.2,8.1,1.2,1.9,23.8,12.8,0.0,0.1,0.2,0.048,-2.9,0.1,-2.8,0.0
Kristaps Porzingis,NYK,6,PF,7.25,240,August 2 1995,lv,1,,4317720,21,66,65,2164,443,985,0.45,112,314,0.357,331,671,0.493,0.507,198,252,0.786,111,364,475,97,47,129,118,244,1196,17.4,0.546,0.319,0.256,5.5,18.2,11.8,7.3,1.1,4.9,9.7,24.3,2.4,2.1,4.5,0.1,0.2,0.0,0.2,1.2
Chasson Randle,NYK,4,PG,6.17,185,February 5 1993,us,0,Stanford University,243860,23,18,0,225,28,72,0.389,10,32,0.313,18,40,0.45,0.458,29,31,0.935,6,21,27,28,6,1,16,28,95,12.3,0.555,0.444,0.431,2.9,10.1,6.5,18.0,1.3,0.4,15.7,19.6,0.3,0.1,0.4,0.075,-0.5,-3.0,-3.4,-0.1
Derrick Rose,NYK,25,PG,6.25,190,October 4 1988,us,7,University of Memphis,21323250,28,64,64,2082,460,977,0.471,13,60,0.217,447,917,0.487,0.477,221,253,0.874,66,180,246,283,44,17,147,84,1154,17.0,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3.0,0.068,0.2,-2.2,-1.9,0.0
Lance Thomas,NYK,42,PF,6.67,235,April 24 1988,us,5,Duke University,6191000,28,46,15,968,97,244,0.398,38,85,0.447,59,159,0.371,0.475,43,51,0.843,32,110,142,35,21,5,25,85,275,8.4,0.516,0.348,0.209,3.5,12.3,7.9,5.0,1.1,0.4,8.6,13.1,0.6,0.4,0.9,0.046,-2.1,-1.6,-3.7,-0.4
Sasha Vujacic,NYK,18,SG,6.58,195,March 8 1984,si,9,,1410598,32,42,4,408,42,136,0.309,23,74,0.311,19,62,0.306,0.393,17,24,0.708,12,47,59,52,13,2,16,38,124,8.6,0.423,0.544,0.176,3.2,12.4,7.8,17.9,1.6,0.4,9.8,17.3,-0.1,0.2,0.1,0.014,-2.1,-2.2,-4.3,-0.2
Quincy Acy,BRK,13,PF,6.58,240,October 6 1990,us,4,Baylor University,1914544,26,32,1,510,65,153,0.425,36,83,0.434,29,70,0.414,0.542,43,57,0.754,18,89,107,18,14,15,19,58,209,13.1,0.587,0.542,0.373,3.8,18.2,11.1,5.4,1.3,2.2,9.6,16.5,0.6,0.5,1.1,0.102,-1.1,-0.7,-1.8,0.0
Anthony Bennett,BRK,13,PF,6.67,245,March 14 1993,ca,3,University of Nevada Las Vegas,1015696,23,23,1,264,38,92,0.413,13,48,0.271,25,44,0.568,0.484,26,36,0.722,25,53,78,12,5,3,12,18,115,14.7,0.533,0.522,0.391,10.2,21.0,15.6,7.1,0.9,0.9,10.0,19.4,0.3,0.2,0.5,0.09,-0.8,-2.2,-3.0,-0.1
Trevor Booker,BRK,35,PF,6.67,228,November 25 1987,us,6,Clemson University,9250000,29,71,43,1754,305,591,0.516,25,78,0.321,280,513,0.546,0.537,74,110,0.673,143,428,571,138,75,28,127,152,709,15.7,0.554,0.132,0.186,8.7,25.5,17.2,12.9,2.0,1.2,16.6,18.7,1.0,2.2,3.1,0.086,-1.6,1.7,0.1,0.9
Spencer Dinwiddie,BRK,8,PG,6.5,200,April 6 1993,us,2,University of Colorado,726672,23,59,18,1334,134,302,0.444,38,101,0.376,96,201,0.478,0.507,126,159,0.792,27,137,164,185,44,23,66,119,432,12.7,0.581,0.334,0.526,2.2,10.7,6.5,20.3,1.6,1.3,15.1,14.1,1.9,0.9,2.8,0.101,-0.7,-0.2,-0.9,0.4
Yogi Ferrell,BRK,10,PG,6.0,180,May 9 1993,us,0,Indiana University,202300,23,10,0,151,18,49,0.367,8,27,0.296,10,22,0.455,0.449,10,16,0.625,4,8,12,17,2,2,14,11,54,6.5,0.482,0.551,0.327,2.8,5.5,4.2,16.9,0.6,1.0,20.0,19.9,-0.2,0.0,-0.2,-0.05,-4.0,-3.3,-7.3,-0.2
Randy Foye,BRK,2,SG,6.33,213,September 24 1983,us,10,Villanova University,2500000,33,69,40,1284,118,325,0.363,67,203,0.33,51,122,0.418,0.466,54,63,0.857,9,146,155,135,35,9,80,99,357,7.3,0.506,0.625,0.194,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,-0.6,0.7,0.2,0.006,-3.0,-1.0,-3.9,-0.6
Archie Goodwin,BRK,10,SG,6.42,200,August 17 1994,us,3,University of Kentucky,194494,22,12,0,184,34,61,0.557,4,13,0.308,30,48,0.625,0.59,23,32,0.719,7,21,28,23,4,4,14,7,95,18.6,0.633,0.213,0.525,4.1,11.9,8.1,20.8,1.0,1.6,15.7,20.7,0.4,0.1,0.5,0.131,0.3,-1.4,-1.0,0.0
Justin Hamilton,BRK,41,C,7.0,260,April 1 1990,us,2,Iowa State University,3000000,26,64,7,1177,174,379,0.459,55,180,0.306,119,199,0.598,0.532,39,52,0.75,71,191,262,55,29,43,43,91,442,13.6,0.55,0.475,0.137,6.5,17.0,11.8,7.3,1.2,2.8,9.7,16.2,1.0,1.0,2.1,0.084,-0.9,0.2,-0.8,0.4
Joe Harris,BRK,12,SG,6.5,219,September 6 1991,us,2,University of Virginia,980431,25,52,11,1138,154,362,0.425,85,221,0.385,69,141,0.489,0.543,35,49,0.714,16,131,147,54,30,8,55,121,428,9.0,0.558,0.61,0.135,1.5,12.0,6.8,7.3,1.2,0.5,12.5,16.5,0.1,0.6,0.8,0.032,-1.4,-1.5,-3.0,-0.3
Rondae Hollis-Jefferson,BRK,24,SF,6.58,220,January 3 1995,us,1,University of Arizona,1395600,22,78,50,1761,235,542,0.434,15,67,0.224,220,475,0.463,0.447,190,253,0.751,96,356,452,154,82,44,116,177,675,13.7,0.517,0.124,0.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,0.4,2.2,2.6,0.07,-2.9,1.9,-1.0,0.4
Sean Kilpatrick,BRK,6,SG,6.33,210,January 6 1990,us,2,University of Cincinnati,980431,27,70,24,1754,305,735,0.415,105,308,0.341,200,427,0.468,0.486,204,242,0.843,22,258,280,157,45,6,135,118,919,13.1,0.546,0.419,0.329,1.3,15.4,8.4,14.6,1.2,0.3,13.8,23.8,0.4,1.1,1.4,0.04,-1.2,-1.8,-3.0,-0.4
Caris LeVert,BRK,22,SF,6.58,203,August 25 1994,us,0,University of Michigan,1562280,22,57,26,1237,171,380,0.45,59,184,0.321,112,196,0.571,0.528,67,93,0.72,23,165,188,110,49,8,59,91,468,12.3,0.556,0.484,0.245,2.0,13.9,8.0,13.7,1.9,0.5,12.3,16.6,0.8,1.0,1.8,0.07,-0.7,-0.4,-1.1,0.3
Jeremy Lin,BRK,7,PG,6.25,200,August 23 1988,us,6,Harvard University,11483254,28,36,33,883,175,400,0.438,58,156,0.372,117,244,0.48,0.51,115,141,0.816,11,124,135,184,42,14,86,79,523,19.2,0.566,0.39,0.353,1.3,14.7,8.1,35.5,2.3,1.2,15.7,26.6,1.3,0.8,2.1,0.116,2.5,-0.4,2.2,0.9
Brook Lopez,BRK,11,C,7.0,275,April 1 1988,us,8,Stanford University,21165675,28,75,75,2222,555,1172,0.474,134,387,0.346,421,785,0.536,0.531,295,364,0.81,121,282,403,176,38,124,184,192,1539,20.4,0.578,0.33,0.311,5.8,13.3,9.6,14.8,0.8,4.2,12.1,29.2,3.1,1.8,4.9,0.105,1.9,-0.4,1.5,2.0
K.J. McDaniels,BRK,14,SF,6.5,205,February 9 1993,us,2,Clemson University,3333333,23,20,0,293,46,101,0.455,11,39,0.282,35,62,0.565,0.51,23,28,0.821,9,43,52,9,12,10,19,25,126,12.5,0.556,0.386,0.277,3.3,15.3,9.4,4.9,1.9,2.6,14.4,19.3,0.0,0.3,0.3,0.046,-3.2,-0.4,-3.7,-0.1
Andrew Nicholson,BRK,44,PF,6.75,250,December 8 1989,ca,4,St. Bonaventure University,6088993,27,10,0,111,13,34,0.382,2,11,0.182,11,23,0.478,0.412,2,2,1.0,4,23,27,3,5,0,6,18,30,5.0,0.43,0.324,0.059,3.9,21.7,12.9,4.0,2.1,0.0,14.7,15.8,-0.2,0.1,-0.1,-0.03,-6.8,-1.0,-7.8,-0.2
Luis Scola,BRK,4,PF,6.75,240,April 30 1980,ar,9,,5000000,36,36,1,461,71,151,0.47,17,50,0.34,54,101,0.535,0.526,25,37,0.676,51,88,139,37,14,4,34,63,184,13.9,0.55,0.331,0.245,11.9,19.9,16.0,12.7,1.4,0.7,16.9,18.7,0.4,0.4,0.8,0.082,-0.8,-0.4,-1.1,0.1
Greivis Vasquez,BRK,21,PG,6.5,217,January 16 1987,ve,6,University of Maryland,4347826,30,3,0,39,2,8,0.25,1,3,0.333,1,5,0.2,0.313,2,3,0.667,0,2,2,5,1,1,1,6,7,4.1,0.376,0.375,0.375,0.0,5.4,2.7,17.5,1.2,1.9,9.7,11.3,0.0,0.0,0.0,-0.006,-5.7,-1.8,-7.5,-0.1
Isaiah Whitehead,BRK,15,PG,6.33,213,March 8 1995,us,0,Seton Hall University,1074145,21,73,26,1643,204,508,0.402,44,149,0.295,160,359,0.446,0.445,91,113,0.805,32,152,184,192,42,36,142,175,543,7.6,0.487,0.293,0.222,2.1,9.7,5.9,17.7,1.2,1.7,20.3,18.2,-1.7,0.9,-0.8,-0.023,-4.3,-0.6,-4.9,-1.2
Jimmy Butler,CHI,21,SF,6.67,236,September 14 1989,us,5,Marquette University,17552209,27,76,75,2809,570,1252,0.455,91,248,0.367,479,1004,0.477,0.492,585,676,0.865,129,341,470,417,143,32,159,112,1816,25.1,0.586,0.198,0.54,4.9,13.2,9.0,24.8,2.6,0.9,9.3,26.5,10.1,3.8,13.8,0.236,5.8,1.1,6.9,6.3
Isaiah Canaan,CHI,0,SG,6.0,201,May 21 1991,us,3,Murray State University,1015696,25,39,0,592,63,173,0.364,25,94,0.266,38,79,0.481,0.436,30,33,0.909,6,44,50,37,22,1,21,35,181,8.1,0.483,0.543,0.191,1.1,8.1,4.6,9.0,1.9,0.1,10.1,15.4,0.0,0.6,0.5,0.042,-2.3,-1.1,-3.4,-0.2
Michael Carter-Williams,CHI,7,PG,6.5,190,October 10 1991,us,3,Syracuse University,3183526,25,45,19,846,112,306,0.366,15,64,0.234,97,242,0.401,0.391,58,77,0.753,24,129,153,113,38,23,66,102,297,9.9,0.437,0.209,0.252,3.0,16.6,9.8,20.0,2.3,2.2,16.3,20.9,-1.0,1.3,0.2,0.013,-4.1,1.7,-2.4,-0.1
Cristiano Felicio,CHI,6,C,6.83,275,July 7 1992,br,1,,874636,24,66,0,1040,128,221,0.579,0,0,,128,221,0.579,0.579,60,93,0.645,124,187,311,40,25,17,33,110,316,15.3,0.603,0.0,0.421,12.8,19.5,16.1,5.7,1.2,1.3,11.2,12.4,2.1,1.3,3.4,0.158,-0.6,0.6,0.0,0.5
Jerian Grant,CHI,2,PG,6.33,195,October 9 1992,us,1,University of Notre Dame,1643040,24,63,28,1028,128,301,0.425,49,134,0.366,79,167,0.473,0.507,65,73,0.89,17,94,111,121,47,8,44,93,370,13.2,0.555,0.445,0.243,1.8,9.9,5.8,17.4,2.3,0.6,11.7,16.0,1.4,1.2,2.5,0.119,0.0,-0.3,-0.3,0.4
R.J. Hunter,CHI,31,SG,6.42,185,October 24 1993,us,1,Georgia State University,425000,23,3,0,9,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,1,1,0,0,0,0,0,0,-3.2,0.0,1.0,0.0,0.0,12.1,6.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,-0.088,-9.4,-2.0,-11.4,0.0
Joffrey Lauvergne,CHI,77,C,6.92,220,September 30 1991,fr,2,,1709720,25,20,1,241,37,92,0.402,6,20,0.3,31,72,0.431,0.435,9,15,0.6,21,47,68,19,7,0,16,12,89,11.6,0.451,0.217,0.163,9.3,21.2,15.2,12.2,1.5,0.0,14.0,20.7,-0.2,0.3,0.1,0.025,-3.5,-0.6,-4.0,-0.1
Robin Lopez,CHI,8,C,7.0,255,April 1 1988,us,8,Stanford University,13219250,28,81,81,2271,382,775,0.493,0,2,0.0,382,773,0.494,0.493,75,104,0.721,244,276,520,80,18,117,91,151,839,14.4,0.511,0.003,0.134,11.5,13.2,12.3,5.6,0.4,4.1,10.0,17.5,1.8,2.4,4.3,0.09,-1.9,1.0,-0.9,0.6
Nikola Mirotic,CHI,44,PF,6.83,220,February 11 1991,me,2,,5782450,25,70,15,1679,258,625,0.413,129,377,0.342,129,248,0.52,0.516,99,128,0.773,61,323,384,75,53,55,80,128,744,14.5,0.546,0.603,0.205,3.9,20.9,12.3,6.9,1.6,2.6,10.5,19.8,1.2,2.5,3.8,0.107,-0.1,0.4,0.4,1.0
Anthony Morrow,CHI,11,SG,6.42,210,September 27 1985,us,8,Georgia Institute of Technology,3488000,31,9,0,87,12,29,0.414,6,14,0.429,6,15,0.4,0.517,11,11,1.0,1,1,2,6,2,0,0,4,41,16.0,0.606,0.483,0.379,1.2,1.2,1.2,10.4,1.2,0.0,0.0,17.0,0.3,0.0,0.3,0.19,2.0,-4.4,-2.4,0.0
Cameron Payne,CHI,22,PG,6.25,185,August 8 1994,us,1,Murray State University,2112480,22,11,0,142,21,63,0.333,11,34,0.324,10,29,0.345,0.421,1,4,0.25,1,16,17,15,4,0,13,14,54,4.0,0.417,0.54,0.063,0.8,12.2,6.5,16.2,1.4,0.0,16.7,23.9,-0.4,0.1,-0.3,-0.086,-5.0,-2.5,-7.5,-0.2
Bobby Portis,CHI,5,PF,6.92,230,February 10 1995,us,1,University of Arkansas,1453680,21,64,13,1000,183,375,0.488,32,96,0.333,151,279,0.541,0.531,39,59,0.661,75,221,296,35,16,11,37,94,437,14.9,0.545,0.256,0.157,8.0,24.0,16.0,5.7,0.8,0.9,8.4,19.1,1.1,1.2,2.4,0.114,-1.6,-1.5,-3.0,-0.3
Rajon Rondo,CHI,9,PG,6.08,186,February 22 1986,us,10,University of Kentucky,14000000,30,69,42,1843,229,561,0.408,50,133,0.376,179,428,0.418,0.453,30,50,0.6,73,282,355,461,99,11,169,144,538,13.6,0.461,0.237,0.089,4.2,16.6,10.4,37.0,2.7,0.5,22.5,17.8,-0.4,2.7,2.3,0.06,-1.3,1.6,0.3,1.1
Denzel Valentine,CHI,45,SG,6.5,212,November 16 1993,us,0,Michigan State University,2092200,23,57,0,976,102,288,0.354,73,208,0.351,29,80,0.363,0.481,14,18,0.778,11,140,151,63,30,7,49,86,291,7.3,0.492,0.722,0.063,1.2,15.6,8.3,9.3,1.5,0.6,14.2,15.4,-0.5,1.1,0.6,0.031,-2.4,-0.3,-2.7,-0.2
Dwyane Wade,CHI,3,SG,6.33,220,January 17 1982,us,13,Marquette University,23200000,35,60,59,1792,414,955,0.434,45,145,0.31,369,810,0.456,0.457,223,281,0.794,63,207,270,228,86,41,138,112,1096,18.5,0.508,0.152,0.294,3.8,12.6,8.1,22.3,2.4,1.8,11.3,29.6,0.9,2.5,3.4,0.09,0.4,0.6,1.0,1.3
Paul Zipser,CHI,16,SF,6.67,215,February 18 1994,de,0,,750000,22,44,18,843,88,221,0.398,33,99,0.333,55,122,0.451,0.473,31,40,0.775,15,110,125,36,15,16,40,78,240,6.9,0.503,0.448,0.181,1.9,14.2,8.0,6.1,0.9,1.5,14.4,14.4,-0.3,0.8,0.5,0.03,-3.6,-0.1,-3.7,-0.4
D.J. Augustin,ORL,14,PG,6.0,183,November 10 1987,us,8,University of Texas at Austin,7250000,29,78,20,1538,195,517,0.377,95,274,0.347,100,243,0.412,0.469,131,161,0.814,15,102,117,209,31,1,90,101,616,11.0,0.524,0.53,0.311,1.0,7.4,4.1,20.4,1.0,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-0.9,-3.3,-4.2,-0.9
Bismack Biyombo,ORL,11,C,6.75,255,August 28 1992,cd,5,,17000000,24,81,27,1793,179,339,0.528,0,0,,179,339,0.528,0.528,125,234,0.534,157,410,567,74,25,91,95,202,483,12.2,0.546,0.0,0.69,9.3,25.6,17.2,6.0,0.7,4.1,17.7,13.2,0.8,2.1,2.9,0.077,-4.2,2.0,-2.2,-0.1
